137;floating_harbor;3311.00;9.50;1427.00;1.57;11649
177;floating_harbor;2874.00;9.50;1316.00;-2.45;9845
359;floating_harbor;1647.00;9.50;1506.00;-2.60;11900
447;floating_harbor;3302.95;9.50;1172.95;-0.79;11964
1;arms_factory;3740.00;11.50;2013.00;2.48;0
1;arms_factory;3674.00;10.50;1959.00;5.14;0
1;arms_factory;3705.00;10.55;1985.00;2.98;0
1;arms_factory;3711.00;11.00;1973.00;4.19;0
1;arms_factory;3736.00;11.80;2030.00;0.92;0
1;arms_factory;3694.00;10.70;2027.00;3.59;0
1;industrial_complex;3680.00;10.25;1994.00;6.25;0
1;industrial_complex;3741.00;11.10;2001.00;2.64;0
1;industrial_complex;3746.00;11.10;1993.00;5.65;0
1;industrial_complex;3718.00;11.40;2042.00;2.04;0
1;industrial_complex;3672.00;11.00;2035.00;4.70;0
1;industrial_complex;3730.00;11.00;1960.00;2.54;0
1;air_base;3677.00;10.25;2021.00;4.10;0
1;supply_node;3709.00;10.40;2024.00;0.90;0
1;supply_node;3683.00;10.75;1959.00;4.94;0
1;supply_node;3725.00;10.95;1967.00;0.13;0
1;naval_base;3681.00;9.90;1976.00;-2.21;8631
1;naval_base;3696.00;10.20;1995.00;-2.79;8631
1;naval_base;3703.00;10.25;2007.00;-0.93;8631
1;bunker;3687.00;10.53;1982.00;3.15;0
1;bunker;3731.00;11.80;2038.00;0.99;0
1;bunker;3696.00;10.65;1983.00;3.66;0
1;coastal_bunker;3684.00;9.55;1937.00;-2.21;0
1;coastal_bunker;3685.00;9.88;2011.00;-0.93;0
1;coastal_bunker;3715.00;9.95;1985.00;-2.79;0
1;dockyard;3711.00;9.50;2007.00;-0.93;0
1;anti_air_building;3688.00;10.30;2015.00;4.77;0
1;anti_air_building;3679.00;11.00;1952.00;0.04;0
1;anti_air_building;3679.00;11.40;2045.00;4.17;0
1;synthetic_refinery;3728.00;10.55;1974.00;5.37;0
1;fuel_silo;3719.00;10.90;1964.00;3.21;0
1;rocket_site;3677.00;10.28;2020.00;1.16;0
1;nuclear_reactor;3684.00;10.70;1961.00;5.28;0
2;arms_factory;3587.00;11.60;1869.00;2.98;0
2;arms_factory;3564.00;11.35;1913.00;4.19;0
2;arms_factory;3543.00;10.35;1906.00;0.92;0
2;arms_factory;3555.00;10.85;1926.00;3.59;0
2;arms_factory;3636.00;10.28;1826.00;6.25;0
2;arms_factory;3601.00;10.40;1880.00;2.64;0
2;industrial_complex;3619.00;11.30;1844.00;5.65;0
2;industrial_complex;3538.00;10.62;1880.00;2.04;0
2;industrial_complex;3556.00;10.85;1934.00;4.70;0
2;industrial_complex;3522.00;10.23;1893.00;2.54;0
2;industrial_complex;3598.00;11.25;1853.00;4.10;0
2;industrial_complex;3566.00;11.65;1892.00;0.48;0
2;air_base;3599.00;11.00;1865.00;3.15;0
2;supply_node;3569.00;11.00;1920.00;0.13;0
2;supply_node;3552.00;10.50;1966.00;3.07;0
2;supply_node;3598.00;11.03;1864.00;0.83;0
2;supply_node;3537.00;10.28;1897.00;2.31;0
2;supply_node;3631.00;10.80;1839.00;5.24;0
2;naval_base;3542.00;9.57;1962.00;-2.90;8808
2;naval_base;3589.00;10.25;1927.00;-4.12;8631
2;naval_base;3647.00;10.40;1831.00;-3.93;8395
2;naval_base;3525.00;9.88;1897.00;-2.14;8892
2;naval_base;3600.00;10.30;1896.00;-3.21;8631
2;bunker;3622.00;10.80;1853.00;0.65;0
2;bunker;3563.00;11.90;1893.00;4.77;0
2;bunker;3597.00;10.55;1888.00;0.04;0
2;bunker;3529.00;10.60;1880.00;4.17;0
2;bunker;3564.00;10.30;1952.00;5.37;0
2;coastal_bunker;3505.00;9.55;1893.00;-2.14;0
2;coastal_bunker;3556.00;10.20;1982.00;-2.90;0
2;coastal_bunker;3541.00;9.55;1945.00;-2.19;0
2;coastal_bunker;3602.00;10.30;1880.00;-4.27;0
2;coastal_bunker;3636.00;10.30;1860.00;-3.93;0
2;dockyard;3518.00;10.20;1896.00;-2.14;0
2;anti_air_building;3604.00;11.65;1843.00;5.88;0
2;anti_air_building;3623.00;11.25;1846.00;3.73;0
2;anti_air_building;3617.00;10.65;1857.00;3.83;0
2;synthetic_refinery;3558.00;10.80;1932.00;1.67;0
2;fuel_silo;3520.00;10.20;1894.00;4.33;0
2;radar_station;3578.00;11.00;1908.00;2.73;0
2;rocket_site;3547.00;10.60;1906.00;3.73;0
2;nuclear_reactor;3610.00;10.50;1866.00;0.11;0
3;arms_factory;1551.00;10.85;1783.00;0.92;0
3;arms_factory;1545.00;10.30;1813.00;3.59;0
3;arms_factory;1669.00;10.80;1791.00;6.25;0
3;arms_factory;1413.00;10.30;1844.00;2.64;0
3;arms_factory;1610.00;10.50;1805.00;5.65;0
3;arms_factory;1675.00;11.20;1835.00;2.04;0
3;industrial_complex;1852.00;11.65;1769.00;4.70;0
3;industrial_complex;1764.00;10.95;1847.00;2.54;0
3;industrial_complex;1769.00;11.90;1788.00;4.10;0
3;industrial_complex;1957.00;11.10;1779.00;0.48;0
3;industrial_complex;1750.00;10.50;1743.00;3.15;0
3;industrial_complex;1986.00;11.20;1747.00;6.16;0
3;air_base;1765.00;11.75;1797.00;1.09;0
3;supply_node;1819.00;11.50;1797.00;0.83;0
3;supply_node;1447.00;11.00;1840.00;2.31;0
3;supply_node;1639.00;10.60;1832.00;5.24;0
3;supply_node;1851.00;11.90;1762.00;1.55;0
3;supply_node;1748.00;10.45;1746.00;4.48;0
3;supply_node;2027.00;11.10;1728.00;1.13;0
3;supply_node;1490.00;10.50;1774.00;3.71;0
3;supply_node;1752.00;11.38;1830.00;0.37;0
3;supply_node;2087.00;10.30;1745.00;1.85;0
3;supply_node;1578.00;11.35;1758.00;5.89;0
3;supply_node;1535.00;10.60;1770.00;2.54;0
3;supply_node;1952.00;11.30;1771.00;4.02;0
3;supply_node;1595.00;10.50;1836.00;1.78;0
3;supply_node;1907.00;11.55;1792.00;3.25;0
3;supply_node;1723.00;12.12;1876.00;6.19;0
3;supply_node;1684.00;10.50;1865.00;2.49;0
3;supply_node;1504.00;10.80;1852.00;5.43;0
3;supply_node;1709.00;10.57;1758.00;2.08;0
3;supply_node;1359.00;10.65;1845.00;4.67;0
3;supply_node;1398.00;10.20;1835.00;1.32;0
3;supply_node;1739.00;10.57;1790.00;2.80;0
3;supply_node;1676.00;10.90;1789.00;0.55;0
3;supply_node;1972.00;12.55;1734.00;3.49;0
3;supply_node;1515.00;10.95;1807.00;4.97;0
3;supply_node;1564.00;11.18;1873.00;2.73;0
3;supply_node;1996.00;10.80;1769.00;4.20;0
3;supply_node;1909.00;11.25;1741.00;0.86;0
3;supply_node;1792.00;11.05;1825.00;4.90;0
3;supply_node;1635.00;10.70;1734.00;0.09;0
3;supply_node;1812.00;12.85;1750.00;3.03;0
3;supply_node;1678.00;11.60;1826.00;5.62;0
3;supply_node;1451.00;11.70;1870.00;2.27;0
3;supply_node;1621.00;10.60;1781.00;5.20;0
3;supply_node;1611.00;10.60;1871.00;1.50;0
3;supply_node;1579.00;10.55;1799.00;4.44;0
3;supply_node;1456.00;10.53;1802.00;5.92;0
3;supply_node;1888.00;11.55;1770.00;3.68;0
3;supply_node;1553.00;10.28;1837.00;0.33;0
3;supply_node;1781.00;11.60;1774.00;1.81;0
3;supply_node;1784.00;12.23;1724.00;5.85;0
3;supply_node;2052.00;10.30;1751.00;1.04;0
3;supply_node;1654.00;10.40;1873.00;3.98;0
3;supply_node;1753.00;11.80;1862.00;1.74;0
3;supply_node;1715.00;10.85;1828.00;3.22;0
3;supply_node;2114.00;10.30;1724.00;6.15;0
3;supply_node;2077.00;11.00;1714.00;2.46;0
3;supply_node;2134.00;10.30;1706.00;5.39;0
3;naval_base;1548.00;11.07;1884.00;-2.72;8677
3;naval_base;1460.00;10.25;1779.00;0.14;8518
3;naval_base;1933.00;10.30;1797.00;-2.49;8811
3;naval_base;1469.00;9.55;1768.00;-1.07;8518
3;naval_base;1707.00;9.75;1876.00;-1.89;8899
3;naval_base;1819.00;10.30;1816.00;-3.89;8811
3;naval_base;1888.00;10.45;1802.00;-3.14;8811
3;naval_base;1400.00;10.20;1819.00;0.05;8866
3;naval_base;1608.00;10.57;1889.00;-2.57;8677
3;naval_base;1515.00;10.80;1882.00;-3.18;8731
3;naval_base;1724.00;9.95;1851.00;-3.24;8899
3;naval_base;2022.00;10.28;1752.00;-2.94;8534
3;naval_base;2141.00;9.55;1701.00;1.57;8411
3;naval_base;1767.00;10.82;1864.00;-4.02;8434
3;naval_base;2035.00;9.55;1762.00;-2.84;8534
3;naval_base;1697.00;10.20;1857.00;-3.68;8899
3;naval_base;2083.00;10.23;1767.00;-2.98;8534
3;naval_base;1448.00;10.53;1883.00;-2.42;8731
3;naval_base;2126.00;10.25;1727.00;-3.70;8411
3;naval_base;1353.00;9.60;1861.00;-3.08;8755
3;naval_base;1642.00;10.70;1889.00;-2.86;8538
3;naval_base;1544.00;10.20;1862.00;-2.80;8677
3;naval_base;2016.00;10.23;1778.00;-4.35;8534
3;naval_base;1790.00;10.50;1847.00;-3.58;8434
3;naval_base;1873.00;10.50;1792.00;-2.68;8811
3;naval_base;1421.00;10.50;1860.00;-2.38;8683
3;naval_base;1856.00;10.30;1788.00;-3.35;8811
3;bunker;1657.00;10.55;1795.00;4.03;0
3;bunker;1578.00;10.35;1775.00;0.41;0
3;bunker;2011.00;11.20;1728.00;3.08;0
3;bunker;1893.00;10.80;1736.00;0.92;0
3;bunker;1959.00;11.30;1776.00;1.02;0
3;bunker;1777.00;11.30;1822.00;5.15;0
3;bunker;2058.00;11.10;1720.00;2.98;0
3;bunker;1488.00;11.65;1843.00;4.54;0
3;bunker;1748.00;11.60;1807.00;0.92;0
3;bunker;1454.00;11.45;1874.00;3.59;0
3;bunker;1753.00;11.55;1838.00;1.43;0
3;bunker;1385.00;10.60;1861.00;1.53;0
3;bunker;1607.00;10.30;1798.00;5.65;0
3;bunker;1492.00;10.30;1760.00;2.04;0
3;bunker;1783.00;12.00;1743.00;4.70;0
3;bunker;1568.00;11.20;1875.00;6.26;0
3;bunker;2071.00;10.20;1743.00;4.10;0
3;bunker;1731.00;11.00;1830.00;0.48;0
3;bunker;1836.00;10.45;1810.00;3.15;0
3;bunker;1772.00;10.80;1760.00;6.16;0
3;bunker;1897.00;11.35;1791.00;1.09;0
3;bunker;1611.00;10.80;1770.00;5.22;0
3;bunker;1429.00;10.45;1824.00;0.49;0
3;bunker;1635.00;10.57;1864.00;4.61;0
3;bunker;1766.00;10.50;1754.00;5.82;0
3;bunker;2070.00;10.50;1757.00;3.66;0
3;bunker;2120.00;10.28;1712.00;5.22;0
3;bunker;1606.00;10.30;1830.00;1.60;0
3;bunker;1443.00;10.23;1794.00;5.72;0
3;bunker;1522.00;11.35;1791.00;2.10;0
3;bunker;1689.00;11.60;1809.00;3.66;0
3;bunker;1919.00;11.35;1774.00;0.04;0
3;bunker;1528.00;10.85;1769.00;4.17;0
3;bunker;1977.00;11.60;1752.00;5.38;0
3;bunker;1977.00;10.80;1783.00;2.11;0
3;bunker;1744.00;11.75;1868.00;4.78;0
3;bunker;1570.00;10.55;1853.00;1.16;0
3;bunker;1840.00;11.25;1784.00;2.71;0
3;bunker;1598.00;10.80;1863.00;0.55;0
3;bunker;1646.00;10.30;1866.00;4.68;0
3;bunker;1628.00;11.00;1733.00;5.89;0
3;bunker;1832.00;12.90;1746.00;2.62;0
3;bunker;1716.00;10.80;1870.00;5.28;0
3;bunker;1713.00;10.60;1748.00;1.67;0
3;bunker;1689.00;10.30;1864.00;4.33;0
3;bunker;2128.00;10.30;1711.00;1.07;0
3;bunker;1371.00;10.30;1859.00;2.27;0
3;coastal_bunker;1442.00;9.55;1798.00;-1.37;0
3;coastal_bunker;2139.00;9.55;1703.00;1.57;0
3;coastal_bunker;1419.00;10.62;1876.00;-2.42;0
3;coastal_bunker;1349.00;10.30;1856.00;-1.11;0
3;coastal_bunker;1880.00;9.50;1796.00;-3.14;0
3;coastal_bunker;1536.00;10.20;1860.00;-2.80;0
3;coastal_bunker;1828.00;9.95;1817.00;-3.89;0
3;coastal_bunker;1996.00;10.28;1786.00;-4.35;0
3;coastal_bunker;1714.00;10.18;1870.00;-1.89;0
3;coastal_bunker;1649.00;9.75;1886.00;-2.86;0
3;coastal_bunker;1614.00;10.60;1887.00;-2.57;0
3;coastal_bunker;1571.00;10.73;1885.00;-2.72;0
3;coastal_bunker;1701.00;10.20;1851.00;-3.68;0
3;coastal_bunker;1808.00;10.30;1840.00;-3.58;0
3;coastal_bunker;1886.00;10.45;1788.00;-2.68;0
3;coastal_bunker;1428.00;10.43;1869.00;-2.38;0
3;coastal_bunker;1963.00;10.28;1794.00;-3.22;0
3;coastal_bunker;1863.00;10.45;1790.00;-3.35;0
3;coastal_bunker;1473.00;9.55;1764.00;-1.07;0
3;coastal_bunker;1400.00;10.20;1820.00;0.05;0
3;coastal_bunker;1723.00;9.50;1856.00;-3.24;0
3;coastal_bunker;2102.00;10.23;1753.00;-4.22;0
3;coastal_bunker;1766.00;11.00;1862.00;-4.02;0
3;coastal_bunker;2126.00;10.25;1723.00;-3.70;0
3;coastal_bunker;2066.00;10.23;1766.00;-2.84;0
3;coastal_bunker;1510.00;10.95;1878.00;-3.18;0
3;coastal_bunker;2019.00;10.23;1755.00;-2.94;0
3;dockyard;1375.00;10.20;1866.00;-3.63;0
3;anti_air_building;1811.00;12.00;1786.00;5.52;0
3;anti_air_building;1716.00;11.40;1811.00;3.36;0
3;anti_air_building;1673.00;10.80;1874.00;6.03;0
3;synthetic_refinery;1766.00;11.40;1826.00;2.41;0
3;fuel_silo;1894.00;10.57;1729.00;3.96;0
3;radar_station;1740.00;10.60;1790.00;1.73;0
3;rocket_site;1495.00;11.30;1847.00;3.02;0
3;nuclear_reactor;1567.00;10.30;1810.00;0.85;0
4;arms_factory;2612.00;10.30;1883.00;6.25;0
4;arms_factory;2613.00;10.30;1883.00;2.64;0
4;arms_factory;2612.00;10.30;1883.00;5.65;0
4;arms_factory;2608.00;10.23;1877.00;2.04;0
4;arms_factory;2610.00;10.25;1881.00;4.70;0
4;arms_factory;2608.00;10.23;1877.00;2.54;0
4;industrial_complex;2608.00;10.25;1878.00;4.10;0
4;industrial_complex;2612.00;10.30;1881.00;0.48;0
4;industrial_complex;2609.00;10.30;1878.00;3.15;0
4;industrial_complex;2612.00;10.30;1881.00;6.16;0
4;industrial_complex;2613.00;10.30;1881.00;1.09;0
4;industrial_complex;2610.00;10.30;1879.00;5.21;0
4;air_base;2611.00;10.30;1882.00;1.59;0
4;supply_node;2610.00;10.28;1880.00;5.24;0
4;naval_base;2611.00;9.90;1884.00;1.57;8648
4;bunker;2613.00;10.30;1882.00;3.66;0
4;coastal_bunker;2607.00;9.55;1879.00;1.57;0
4;dockyard;2610.00;10.25;1882.00;1.57;0
4;anti_air_building;2613.00;10.30;1883.00;5.72;0
4;anti_air_building;2612.00;10.30;1880.00;0.65;0
4;anti_air_building;2613.00;10.30;1883.00;4.77;0
4;synthetic_refinery;2608.00;10.23;1877.00;0.04;0
4;fuel_silo;2611.00;10.30;1881.00;4.17;0
4;radar_station;2611.00;10.30;1881.00;1.78;0
4;rocket_site;2611.00;10.30;1881.00;3.21;0
4;nuclear_reactor;2612.00;10.30;1881.00;6.23;0
4;floating_harbor;2618.00;9.50;1880.00;-1.57;8300
5;arms_factory;1711.00;10.20;1861.00;5.65;0
5;arms_factory;1711.00;10.20;1859.00;2.04;0
5;arms_factory;1711.00;10.20;1859.00;4.70;0
5;arms_factory;1711.00;10.20;1859.00;2.54;0
5;arms_factory;1712.00;10.20;1859.00;4.10;0
5;arms_factory;1713.00;10.23;1859.00;0.48;0
5;industrial_complex;1713.00;10.23;1859.00;3.15;0
5;industrial_complex;1713.00;10.23;1859.00;6.16;0
5;industrial_complex;1711.00;10.20;1860.00;1.09;0
5;industrial_complex;1712.00;10.20;1860.00;5.21;0
5;industrial_complex;1712.00;10.20;1860.00;1.59;0
5;industrial_complex;1709.00;10.20;1861.00;3.15;0
5;air_base;1709.00;10.20;1861.00;0.99;0
5;supply_node;1711.00;10.20;1860.00;4.48;0
5;naval_base;1712.00;9.55;1858.00;-1.57;8899
5;bunker;1710.00;10.20;1861.00;1.60;0
5;coastal_bunker;1711.00;9.55;1858.00;-1.57;0
5;dockyard;1715.00;10.20;1859.00;-1.57;0
5;anti_air_building;1710.00;10.20;1862.00;4.77;0
5;anti_air_building;1711.00;10.20;1859.00;0.04;0
5;anti_air_building;1712.00;10.20;1859.00;4.17;0
5;synthetic_refinery;1712.00;10.20;1859.00;5.37;0
5;fuel_silo;1712.00;10.20;1859.00;3.21;0
5;radar_station;1711.00;10.20;1860.00;6.19;0
5;rocket_site;1713.00;10.23;1859.00;1.16;0
5;nuclear_reactor;1711.00;10.20;1860.00;5.28;0
6;arms_factory;1703.00;9.50;1858.00;4.70;0
6;arms_factory;1703.00;9.50;1858.00;2.54;0
6;arms_factory;1703.00;9.55;1859.00;4.10;0
6;arms_factory;1704.00;9.88;1859.00;0.48;0
6;arms_factory;1704.00;9.88;1859.00;3.15;0
6;arms_factory;1704.00;9.88;1859.00;6.16;0
6;industrial_complex;1703.00;9.55;1860.00;1.09;0
6;industrial_complex;1704.00;10.20;1860.00;5.21;0
6;industrial_complex;1704.00;10.20;1860.00;1.59;0
6;industrial_complex;1702.00;9.50;1861.00;3.15;0
6;industrial_complex;1702.00;9.50;1861.00;0.99;0
6;industrial_complex;1703.00;9.88;1861.00;3.66;0
6;air_base;1704.00;10.20;1861.00;0.04;0
6;supply_node;1703.00;9.55;1860.00;3.71;0
6;naval_base;1703.00;9.88;1862.00;-1.57;8899
6;bunker;1703.00;9.88;1862.00;0.65;0
6;coastal_bunker;1703.00;9.88;1862.00;-1.57;0
6;dockyard;1703.00;9.50;1858.00;-1.57;0
6;anti_air_building;1703.00;9.55;1859.00;4.17;0
6;anti_air_building;1703.00;9.55;1859.00;5.37;0
6;anti_air_building;1703.00;9.55;1859.00;3.21;0
6;synthetic_refinery;1704.00;9.88;1859.00;6.23;0
6;fuel_silo;1704.00;9.88;1859.00;1.16;0
6;radar_station;1704.00;10.20;1861.00;5.43;0
6;rocket_site;1704.00;10.20;1860.00;0.55;0
6;nuclear_reactor;1704.00;10.20;1860.00;3.22;0
7;arms_factory;252.00;11.10;1736.00;4.10;0
7;arms_factory;264.00;10.35;1688.00;0.48;0
7;arms_factory;208.00;10.30;1711.00;3.15;0
7;arms_factory;342.00;11.15;1772.00;6.16;0
7;arms_factory;278.00;10.40;1723.00;1.09;0
7;arms_factory;402.00;13.40;1820.00;5.21;0
7;industrial_complex;330.00;10.80;1763.00;1.59;0
7;industrial_complex;226.00;10.30;1761.00;3.15;0
7;industrial_complex;247.00;11.10;1736.00;0.99;0
7;industrial_complex;396.00;11.50;1810.00;3.66;0
7;industrial_complex;239.00;10.30;1719.00;0.04;0
7;industrial_complex;333.00;11.03;1729.00;1.60;0
7;air_base;421.00;11.90;1768.00;5.72;0
7;supply_node;210.00;10.30;1718.00;1.85;0
7;supply_node;262.00;10.85;1671.00;5.89;0
7;supply_node;369.00;13.75;1723.00;2.54;0
7;supply_node;443.00;12.55;1818.00;4.02;0
7;supply_node;269.00;10.53;1801.00;1.78;0
7;supply_node;428.00;12.15;1780.00;3.25;0
7;supply_node;240.00;10.80;1759.00;6.19;0
7;supply_node;363.00;11.50;1771.00;2.49;0
7;supply_node;307.00;12.10;1824.00;5.43;0
7;supply_node;302.00;10.30;1708.00;2.08;0
7;supply_node;297.00;11.05;1764.00;4.67;0
7;supply_node;389.00;11.45;1807.00;1.32;0
7;supply_node;306.00;10.30;1674.00;2.80;0
7;supply_node;271.00;10.57;1726.00;0.55;0
7;supply_node;338.00;12.00;1802.00;3.49;0
7;supply_node;350.00;13.00;1838.00;4.97;0
7;supply_node;397.00;11.70;1749.00;2.73;0
7;supply_node;335.00;12.07;1709.00;4.20;0
7;supply_node;239.00;10.30;1707.00;0.86;0
7;supply_node;332.00;10.85;1750.00;4.90;0
7;naval_base;341.00;10.60;1839.00;-3.66;8797
7;naval_base;429.00;10.95;1839.00;-4.44;8604
7;naval_base;207.00;10.20;1746.00;-2.99;8901
7;naval_base;279.00;10.53;1832.00;-3.21;8620
7;naval_base;310.00;10.70;1854.00;-2.90;8620
7;naval_base;467.00;9.75;1833.00;-3.67;8604
7;naval_base;391.00;10.38;1822.00;-2.68;8797
7;naval_base;213.00;9.55;1754.00;-2.25;8901
7;naval_base;224.00;9.50;1688.00;-0.66;8902
7;bunker;416.00;11.60;1752.00;1.73;0
7;bunker;349.00;14.30;1705.00;4.40;0
7;bunker;335.00;11.30;1776.00;5.96;0
7;bunker;334.00;11.78;1839.00;2.34;0
7;bunker;270.00;10.60;1785.00;0.18;0
7;bunker;399.00;11.38;1811.00;1.39;0
7;bunker;334.00;10.80;1762.00;4.40;0
7;bunker;279.00;10.80;1672.00;0.79;0
7;bunker;303.00;10.30;1703.00;4.91;0
7;bunker;437.00;13.35;1819.00;0.18;0
7;bunker;309.00;11.40;1817.00;2.85;0
7;bunker;435.00;11.85;1785.00;0.69;0
7;bunker;346.00;11.65;1793.00;1.90;0
7;bunker;281.00;10.65;1780.00;4.91;0
7;bunker;378.00;13.75;1713.00;1.29;0
7;bunker;212.00;10.45;1706.00;3.96;0
7;bunker;240.00;10.80;1777.00;0.34;0
7;bunker;227.00;10.40;1694.00;3.36;0
7;bunker;284.00;10.50;1727.00;4.57;0
7;bunker;289.00;10.25;1676.00;2.41;0
7;bunker;418.00;11.62;1831.00;0.25;0
7;coastal_bunker;268.00;10.32;1825.00;-3.21;0
7;coastal_bunker;289.00;10.32;1836.00;-2.90;0
7;coastal_bunker;451.00;11.50;1824.00;-3.67;0
7;coastal_bunker;389.00;11.00;1840.00;-1.95;0
7;coastal_bunker;335.00;10.18;1851.00;-3.66;0
7;coastal_bunker;208.00;10.20;1747.00;-2.99;0
7;coastal_bunker;221.00;9.90;1762.00;-2.25;0
7;coastal_bunker;383.00;11.25;1827.00;-2.68;0
7;coastal_bunker;224.00;9.55;1689.00;-0.66;0
7;dockyard;288.00;9.75;1837.00;-2.90;0
7;anti_air_building;305.00;11.30;1813.00;4.03;0
7;anti_air_building;346.00;11.40;1777.00;5.59;0
7;anti_air_building;255.00;10.80;1730.00;3.42;0
7;synthetic_refinery;279.00;10.35;1680.00;4.64;0
7;fuel_silo;211.00;10.30;1698.00;2.48;0
7;radar_station;332.00;10.85;1753.00;6.11;0
7;rocket_site;284.00;10.28;1714.00;0.41;0
7;nuclear_reactor;394.00;11.03;1815.00;3.08;0
8;arms_factory;1709.00;10.25;1851.00;3.15;0
8;arms_factory;1708.00;10.25;1852.00;6.16;0
8;arms_factory;1709.00;10.25;1851.00;1.09;0
8;arms_factory;1709.00;10.25;1851.00;5.21;0
8;arms_factory;1708.00;10.25;1852.00;1.59;0
8;arms_factory;1709.00;10.25;1851.00;3.15;0
8;industrial_complex;1709.00;10.25;1851.00;0.99;0
8;industrial_complex;1708.00;10.25;1852.00;3.66;0
8;industrial_complex;1709.00;10.25;1851.00;0.04;0
8;industrial_complex;1708.00;10.25;1852.00;1.60;0
8;industrial_complex;1708.00;10.25;1852.00;5.72;0
8;industrial_complex;1709.00;10.25;1851.00;0.65;0
8;air_base;1708.00;10.25;1852.00;4.77;0
8;supply_node;1708.00;10.25;1852.00;2.54;0
8;naval_base;1710.00;10.28;1852.00;-1.57;8899
8;bunker;1708.00;10.25;1852.00;5.37;0
8;coastal_bunker;1710.00;10.28;1852.00;-1.57;0
8;dockyard;1707.00;9.55;1853.00;-1.57;0
8;anti_air_building;1708.00;10.25;1852.00;1.16;0
8;anti_air_building;1709.00;10.25;1851.00;5.28;0
8;anti_air_building;1708.00;10.25;1852.00;0.55;0
8;synthetic_refinery;1708.00;10.25;1852.00;3.22;0
8;fuel_silo;1709.00;10.25;1851.00;5.88;0
8;radar_station;1709.00;10.25;1853.00;2.80;0
8;rocket_site;1709.00;10.25;1851.00;3.83;0
8;nuclear_reactor;1709.00;10.25;1851.00;1.67;0
8;floating_harbor;1704.00;9.50;1888.00;0.11;8303
9;arms_factory;1865.00;10.30;1835.00;1.09;0
